Macro Name,Name,Description,Size,Type,Class,Purpose,Hull,Mass,Price Min,Price Avg,Price Max,Cargo,Missiles,Drones,Units,Crew,Race,Engine Slots,Shield Slots,Weapon Slots,Turret Slots,Unknown Slots,Total Slots,Forward Drag,Pitch Inertia,Yaw Inertia,Roll Inertia
ship_tel_s_scout_01_b_macro,Kestrel Sentinel,"There are faster scouts than the Teladi Kestrel, yet it still manages to function respectably. It is more solid than most of its competitors, and has respectable shield energy.\n\nThe Kestrel Sentinel is thought by some to be a compromise too far, in terms of speed. However, there are those who prefer the toughened hull that it offers.",s,scout,ship_s,fight,3100,7.931,93798,110350,126903,912,20,0,0,2,teladi,2,1,2,0,4,9,3.579,1.187,1.187,0.949
ship_tel_s_racer_01_a_macro,Kestrel Sport,"There are faster scouts than the Teladi Kestrel, yet it still manages to function respectably. It is more solid than most of its competitors, and has respectable shield energy.\n\nThe Kestrel Sport, however, has squeezed every last bit of speed out of the chassis, at the cost of some of its stability, making it a popular choice for more experienced racers.",s,scout,ship_s,racing,2500,7.0,146332,163250,171398,0,0,0,0,0,teladi,4,1,2,0,4,11,1.2,1.061,1.061,0.848
ship_tel_s_scout_01_a_macro,Kestrel Vanguard,"There are faster scouts than the Teladi Kestrel, yet it still manages to function respectably. It is more solid than most of its competitors, and has respectable shield energy.\n\nPilots commonly opt for the somewhat faster Vanguard model.",s,scout,ship_s,fight,2500,6.609,78153,91945,105737,760,20,0,0,3,teladi,4,1,2,0,4,11,3.397,1.061,1.061,0.848
ship_tel_s_miner_solid_01_a_macro,Magpie (Mineral),"The Teladi Company designed the Magpie as an entry-level commerce vessel, often gifted to younglings as a rite of passage on their entrepreneurship debut. Incapable of large scale trade, veterans often boast of their achievements with the limitations afforded by their first, sole Magpie.\n\nThe mining variant represents a strategic choice for more serious younglings seeking to make a name for themselves. Not as flashy as the Vanguard, nor as solid as the Sentinel, it is often those who choose the mining workhorse as their first ship who go on to become renowned tycoons.",s,miner,ship_s,mine,1300,10.259,77197,90820,104443,0,10,0,0,3,teladi,2,2,2,0,4,10,4.409,4.771,4.771,3.817
ship_tel_s_trans_container_01_b_macro,Magpie Sentinel,"The Teladi Company designed the Magpie as an entry-level commerce vessel, often gifted to younglings as a rite of passage on their entrepreneurship debut. Incapable of large scale trade, veterans often boast of their achievements with the limitations afforded by their first, sole Magpie.\n\nThe Magpie's Sentinel model is more resilient than others in its class.",s,courier,ship_s,trade,2800,22.159,170038,200045,230052,0,10,0,0,5,teladi,2,2,2,0,4,10,6.046,5.592,5.592,4.474
ship_tel_s_trans_container_01_a_macro,Magpie Vanguard,"The Teladi Company designed the Magpie as an entry-level commerce vessel, often gifted to younglings as a rite of passage on their entrepreneurship debut. Incapable of large scale trade, veterans often boast of their achievements with the limitations afforded by their first, sole Magpie.\n\nThe Vanguard variant of this light courier provides an enhancement to speed and is a popular choice for novice younglings.",s,courier,ship_s,trade,2400,18.466,143395,168700,194005,0,10,0,0,7,teladi,4,3,3,0,4,14,5.538,4.771,4.771,3.817
ship_tel_s_trans_container_02_a_macro,Raven,"The Raven is a recent, classified Ministry of Finance Science Division prototype for a new high security Courier. Its development was the Ministry's attempt at a cheap and technological solution to the Syndicate piracy problem introduced by the reconnection of Windfall to the Gate network. Developed in a department on Woodworm Scrubs, the Raven was the first ship to be suited for experimental cargo spoofing technology. Attempted scan readings present the cargo hold as filled with worthless wares, which should deter piracy attempts or make them less likely. While originally the Raven was required to develop this technology, it can now be applied more universally, and might protect ships not only from pirates, but also from police looking for illicit goods.)",s,courier,ship_s,trade,6700,28.0,481177,566090,651004,0,10,0,0,5,teladi,1,1,3,0,4,9,8.102,6.097,6.097,4.877
ship_ter_s_fighter_04_a_macro,Cutlass,"The Cutlass was initially developed as a lightweight fighter, capable of being mass produced in large numbers to combat the rising Terraformer threat. While it is by far not the strongest ship in its class, it more than makes up for this by being remarkably nimble, packing a punch, and the hull being fast to assemble.",s,fighter,ship_s,fight,3600,5.35,275041,343801,412561,0,10,0,0,1,terran,2,4,2,0,4,12,1.6,0.617,0.617,0.493
ship_ter_s_fighter_04_b_macro,Cutlass,"The Cutlass was initially developed as a lightweight fighter, capable of being mass produced in large numbers to combat the rising Terraformer threat. While it is by far not the strongest ship in its class, it more than makes up for this by being remarkably nimble, packing a punch, and the hull being fast to assemble.",s,fighter,ship_s,fight,2500,4.815,0,0,0,0,10,0,0,1,terran,3,2,2,0,4,11,1.673,0.617,0.617,0.493
ship_ter_s_trans_container_01_a_macro,Frog,"The Frog has established itself as the Courier-class ship of choice for anyone who is looking to quickly traverse the Sol system, transporting a limited amount of cargo. The design does not include a defensive arsenal, but since pilots of this ship are not generally expected to leave the Terran Protectorate's sphere of security, it should not really be needed.",s,courier,ship_s,trade,1700,8.0,254686,299630,344575,4120,10,0,0,3,terran,1,2,2,0,4,9,4.4,2.665,2.665,2.132
ship_ter_s_heavyfighter_01_a_macro,Gladius,"With its distinctive sweeping wings, the Gladius was designed for medium to long distance travel, as well as engaging both small- and medium-sized ships in combat. These design criteria were carefully chosen, and the ship trades manoeuvrability for the ability to absorb more damage. The design focuses on allowing the ship to reach far-away pockets of the Jump Gate network, as part of the Terran Protectorate's new, more interventionist, policy in combating the Xenon.",s,heavyfighter,ship_s,fight,4400,9.477,400180,470800,541420,360,20,0,0,2,terran,1,2,2,0,4,9,5.033,2.562,2.562,2.05
ship_ter_s_fighter_02_a_macro,Kalis,"When the Pioneer Initiative set out to claim systems beyond the confines of Sol, they were supplied with Kukri-class fighters by the Terran military. Many of these ships, however, came with faulty components, as they were production units that had failed rigorous Terran acceptance testing. The brilliant minds among the Pioneer Initiative worked hard to address these flaws with the limited means available to them and, over time, modified the ships so much that they became almost unrecognisable.\n\nNow much more standardised, the Kalis-class fighter serves as a sturdier and more reliable Pioneer alternative to its Terran forerunner. The hostile environments in which the Segaris Pioneers operate require a heavily protected ship, so this unconventional design bridges the gap between standard and heavy fighters. It provides handling similar to the latter, due to its heavy shielding, while still being cheaper to produce for the struggling fledgling faction.",s,heavyfighter,ship_s,fight,3300,7.118,291338,342750,394163,0,20,0,0,2,terran,2,2,4,0,4,12,4.57,1.561,1.561,1.248
ship_ter_s_miner_solid_01_a_macro,Kopis (Mineral),"The Kopis can feel quite claustrophobic when compared to mining ships from other manufacturers. Putting function over comfort, however, was a conscious design decision, since it allowed the engineers to maximise cargo space and thereby increase the profitability of each trip.",s,miner,ship_s,mine,1000,7.475,145427,171090,196754,5480,10,0,0,2,terran,1,1,1,0,4,7,3.9,1.696,1.696,1.357
ship_ter_s_fighter_01_a_macro,Kukri,"Initially used by the Terran Protectorate to hunt down the remnants of pirate organisations inside the Sol system, this Fighter-class model soon established itself as the small, nimble ship of choice for Terran military operations, both inside and outside their home system.\n\nThe asymmetric design neatly brings together firepower and manoeuvrability, and ensures that this ship excels in being adaptable to whatever opposition the pilot faces. The design also factored-in specialised weapon slots, which allow the ship to make use of powerful weapons, unique to the Terran arsenal.",s,fighter,ship_s,fight,3700,7.843,327573,385380,443187,140,20,0,0,2,terran,1,1,1,0,4,7,2.06,1.658,1.658,1.824
ship_ter_s_scout_02_a_macro,Nimcha,"The Nimcha was developed as a light and fast scout, capable of holding its own even outside heavily patrolled Terran Protectorate territory. It differs from other scout ships of similar size by having a noticeably larger cargo capacity. This means that, in the rare instances when the Protectorate requires a limited load to be delivered to a distant front quickly, the Nimcha can conveniently double as a courier, able to operate even when the destination is behind enemy lines.",s,scout,ship_s,fight,3000,5.0,298043,342750,394163,0,20,0,0,2,terran,2,2,1,0,4,9,3.136,1.407,1.407,1.125
ship_ter_s_scout_01_a_macro,Rapier,"After the restructuring that saw the end of the USC, several changes were implemented by the Terran Protectorate to reform the way that the Sol system was policed. Along with these structural changes, several ship designs were drastically overhauled. The Rapier was redesigned to be lighter and faster, in order to cover more ground and improve the military's response time. These changes also resulted in the ship's somewhat unconventional, but still recognisable, new form.",s,scout,ship_s,fight,1400,5.844,181730,213800,245870,440,20,0,0,2,terran,1,1,0,0,4,6,1.182,1.213,1.213,0.97
ship_ter_s_fighter_03_a_macro,Takoba,"Much like the Kalis, the Takoba came about as the result of Segaris Pioneers engineers' modifications to military ships provided to them by the Terran Protectorate, though in this case the ships were mostly decommissioned examples, sold to the Pioneers at a reduced price. Sleek in design, and distinguished from other fighters primarily by its speed, ships of this class are often dispatched to explore unfamiliar territory in which some enemy presence is expected. While useful for small-scale military action, the Takoba is not as adept at engaging the enemy head-on, as its shielding is somewhat weaker than the Terran fighters on which it was based.",s,fighter,ship_s,fight,3400,7.335,291686,343160,394634,0,20,0,0,2,terran,2,1,6,0,4,13,3.664,1.478,1.478,1.626
ship_ter_s_xperimental_01_a_macro,Xperimental Shuttle,"Developed as a near-perfect replica of Kyle Brennan's original ship, the Xperimental Shuttle is the definition of attention to detail, with every part - down to the smallest rivet - reproduced precisely. The project to recreate this iconic ship was undertaken by Kaori after using it in a simulation, which brought on intense feelings of nostalgia for Earth. Initially, this ship was fitted with an advanced teleportation device, derived from Sohnen technology, allowing the Xperimental Shuttle to traverse the universe with ease. After this drive was rendered unusable following an unfortunate accident, it was replaced with a standard-issue travel drive.",s,heavyfighter,ship_s,fight,4580,5.0,1058607,1323258,1587910,0,12,0,0,2,terran,2,1,2,0,1,6,1.422,0.862,0.862,0.689
ship_xen_s_heavyfighter_01_a_macro,F,"Originally a construction drone, the F has since evolved its robust hull for the rigours of interstellar battle. It is now the core fighter for the Terraformer fleet, its slow speed being easily balanced by its sturdy nature, allowing it to absorb all the damage from smaller faster ships while it unleashes its weapons.",s,heavyfighter,ship_s,fight,4800,10.139,57630,67800,77970,0,14,0,0,2,xenon,4,1,2,0,1,8,7.358,2.886,2.886,2.0
ship_xen_s_fighter_02_a_macro,M,"The Xenon M is, alone, a robust heavy fighter. Unfortunately, it rarely is alone, commonly engaging as part of a fleet or ""swarm"" of M and N vessels.",s,heavyfighter,ship_s,fight,2900,7.622,33864,39840,45816,0,20,0,0,0,xenon,3,2,4,0,4,13,6.544,1.949,1.949,1.559
ship_xen_s_fighter_01_a_macro,N,"While the N is one of the more palatable Xenon adversaries a captain may face, this fighter is disappointingly rarely found alone. It is common to encounter the Xenon N in a fleet or ""swarm"", which may also include the heavier, M class fighter.",s,fighter,ship_s,fight,2500,6.508,29351,34530,39710,0,20,0,0,0,xenon,2,1,1,0,1,5,4.578,1.49,1.49,1.192
ship_xen_s_scout_01_a_macro,T,"Unlike most Xenon ships, the T scout can be destroyed quite easily, if it can be caught. The T is extraordinarily fast, with an extreme optimisation for speed over all other criteria.",s,scout,ship_s,fight,1200,5.363,21998,25880,29762,0,0,0,0,0,xenon,2,1,5,0,4,12,1.645,0.849,0.849,0.679
ship_arg_xl_carrier_02_a_macro,Colossus E,"The final ship shared with the Argon Federation by the Antigone Republic as part of their ongoing technology exchange, the new-look Colossus-class carrier was initially designed as such so that it didn't use much-needed resources that were sorely lacking in Antigone Memorial during the Jump Gate shutdown.\n\nWith an array of medium and small docks and launch tubes, the Antigone Colossus is a significant improvement on other Colossus models, able to deploy ships to the battlefield at a much higher rate and collect and store them far more efficiently, at the cost of some of its previous firepower.\n\nThe E-model variation was introduced at a later date, and updated the superficial design to bring it up to par with Commonwealth standards that were established during the period of disconnection. The precursor version is slowly being phased out, but will remain available for interested third parties.(The E-model...)",xl,carrier,ship_xl,fight,277000,707.467,12287713,15359641,18431569,0,320,0,20,131,argon,2,7,0,8,7,24,155.045,2000.0,2000.0,1350.0
ship_arg_xl_carrier_01_b_macro,Colossus Sentinel,"The final ship shared with the Argon Federation by the Antigone Republic as part of their ongoing technology exchange, the new-look Colossus-class carrier was initially designed as such so that it didn't use much-needed resources that were sorely lacking in Antigone Memorial during the Jump Gate shutdown.\n\nWith an array of medium and small docks and launch tubes, the Antigone Colossus is a significant improvement on other Colossus models, able to deploy ships to the battlefield at a much higher rate and collect and store them far more efficiently, at the cost of some of its previous firepower.",xl,carrier,ship_xl,fight,259000,659.043,10287274,12102675,13918076,22800,320,0,20,102,argon,2,7,0,8,7,24,211.809,2000.0,2000.0,1350.0
ship_arg_xl_carrier_01_a_macro,Colossus Vanguard,"The final ship shared with the Argon Federation by the Antigone Republic as part of their ongoing technology exchange, the new-look Colossus-class carrier was initially designed as such so that it didn't use much-needed resources that were sorely lacking in Antigone Memorial during the Jump Gate shutdown.\n\nWith an array of medium and small docks and launch tubes, the Antigone Colossus is a significant improvement on other Colossus models, able to deploy ships to the battlefield at a much higher rate and collect and store them far more efficiently, at the cost of some of its previous firepower.",xl,carrier,ship_xl,fight,216000,549.202,8576543,10090050,11603558,19000,320,0,20,123,argon,2,15,0,17,19,53,189.84,2000.0,2000.0,1350.0
ship_pir_xl_battleship_01_a_macro,Erlking,"With the advent of the Dark, Avarice was forced to rely on a fleet of stranded ships that had been taken by surprise by the Jump Gate shutdown. Despite the almost immediate collapse of the Avarice company, capable scientists and engineers soon took it upon themselves to stabilise the system and work towards sustainability. They first established a functioning wharf for repairs and replacement, and conducted early experiments into developing a recycling economy in anticipation of dwindling resources within the system. The regeneration of this post-shutdown economy was quickly curtailed by the first Tides, which destroyed most stations and ships in the system in 800 (NT). However, a side-effect of the destructive solar event was the greatly increased energy output from solar panels, which allowed for a paradigm shift. The new Rakers economy emerging from Tidebreak, at the time the only station in Avarice, took advantage of this new abundance of energy. This, along with the use of local wrecks, enabled the rebuilding of a new, sustainable, closed-loop economy based on recycling, allowing them to further improve on previous ship and station module designs. Resettlement of Avarice began in 818 (NT), when the Northriver Company introduced Protectyon and the associated Protectyon Shield Generators to safeguard stations from the Tide. A few years later, in 825 (NT), the reconnection of Windfall gave the long-isolated Rakers the opportunity to trade with various Syndicate factions, but also exposed them to their piracy.(Avarice Ship Building)\n\n(Erlking Shielded against Tide)Shortly after the first Tides in 800 (NT) devastated the Avarice system, nomad engineers on Tidebreak, under their lead engineer Sihi Do, began the Erlking project. This project was an attempt at building a capital ship, sturdy enough to withstand the Tide and be used as a mobile base in Avarice. No sooner had they succeeded in providing the ship with sufficient shielding, than they abandoned all work on the barely operational Erlking. They refocused their attention on another, undisclosed, major project, before ultimately disappearing. Despite being unfinished, the Erlking continued to be deployed, while Tidebreak engineers repeatedly attempted, and failed, to improve on, or even reproduce, the design's unique power core.\n\nWith the connection of Avarice to the more militarised Syndicate system in 821 (NT), Tidebreak engineers attempted to weaponise the Erlking, and reclassified it as Battleship. They added turret and weapon hard-points, but failed to develop compatible turrets and weapons. The Syndicate later confiscated the ship to remove this potential military threat, and attempted to develop the weapon systems themselves. Among the engineers of Windfall, those of the Solid Ice Union had the most experience with capital ships, but the political situation, and fear of a power grab, meant that they were not allowed to work on the Erlking. Instead, the Scrapyard engineers were tasked with completing the weapon systems. Having previously failed to stabilise the energy supply on the Shih fighter, to increase the number of supported weapons, the Erlking presented them with the opposite problem: all efforts to connect conventional weaponry to its unique power grid resulted in them being blown off the hull. Attempts to modify either the power grid or the weapon systems were also in vain, but their work had started only recently and Syndicate expectations remained high.",xl,battleship,ship_xl,fight,500000,310.0,10407890,14920415,19432940,0,300,0,20,328,argon,2,15,0,17,19,53,160.0,280.021,280.021,224.017
ship_pir_xl_builder_01_macro,Gannascus,"The inception of the Gannascus construction ship is credited with catalysing unity within the murky Vigor Syndicate of the Windfall system.\n\nThe need for the vying factions to work together on this feat suppressed otherwise brutal rivalries, turning the loose collection of bandit cadres into a somewhat more cohesive organised crime collective.\n\nMost observers consider the Vigor Syndicate's ship and station building capacity to be the key factor in its overall threat level.",xl,builder,ship_xl,build,115000,885.723,8001560,11470775,14939990,50,40,0,100,219,argon,2,15,0,17,19,53,257.145,2000.0,2000.0,1350.0
ship_arg_xl_builder_01_b_macro,Mammoth Sentinel,"With the method of building stations having changed numerous times since the beginning of the Jump Gate shutdown, many have questioned the necessity for a dedicated building vessel, but the Mammoth has continued to find purpose.\n\nUndergoing changes with every iteration of the station building method, the last iteration of the Mammoth saw it transformed into more of a mobile platform than a ship; becoming immobile when deployed to a station construction site so that construction drones can easily be ferried from the ship to the site and back again.",xl,builder,ship_xl,build,138000,1062.868,9306200,10948470,12590741,50,40,0,100,182,argon,2,7,0,8,16,33,292.574,2000.0,2000.0,1350.0
ship_arg_xl_builder_01_a_macro,Mammoth Vanguard,"With the method of building stations having changed numerous times since the beginning of the Jump Gate shutdown, many have questioned the necessity for a dedicated building vessel, but the Mammoth has continued to find purpose.\n\nUndergoing changes with every iteration of the station building method, the last iteration of the Mammoth saw it transformed into more of a mobile platform than a ship; becoming immobile when deployed to a station construction site so that construction drones can easily be ferried from the ship to the site and back again.",xl,builder,ship_xl,build,115000,885.723,7755200,9123765,10492330,50,40,0,100,219,argon,2,7,0,8,16,33,257.145,2000.0,2000.0,1350.0
ship_arg_xl_resupplier_01_b_macro,Nomad Sentinel,"Very quickly developed during the course of the latest defence against the Xenon, the Nomad is effectively a mobile equipment dock, allowing combat ships to repair and restock and get back to the fight more quickly. This has greatly helped the efficiency of both the Argon Federation and Antigone Republic fleets, and has already begun to see clones created across both Teladi and Paranid space.\n\nThe ship is not self-sufficient, requiring a defensive escort not to be torn apart in combat. If it can be defended though, the Nomad can prove a devastating support ship.",xl,resupplier,ship_xl,auxiliary,139000,1069.956,8766199,10313175,11860151,34800,40,0,100,183,argon,1,46,3,22,7,79,293.991,2000.0,2000.0,1350.0
ship_arg_xl_resupplier_01_a_macro,Nomad Vanguard,"Very quickly developed during the course of the latest defence against the Xenon, the Nomad is effectively a mobile equipment dock, allowing combat ships to repair and restock and get back to the fight more quickly. This has greatly helped the efficiency of both the Argon Federation and Antigone Republic fleets, and has already begun to see clones created across both Teladi and Paranid space.\n\nThe ship is not self-sufficient, requiring a defensive escort not to be torn apart in combat. If it can be defended though, the Nomad can prove a devastating support ship.",xl,resupplier,ship_xl,auxiliary,116000,891.63,7310438,8600515,9890592,29000,40,0,100,220,argon,1,9,0,12,7,29,258.326,2000.0,2000.0,1350.0
ship_bor_xl_resupplier_01_a_macro,Orca,"After their long history of manufacturing exclusively civilian construction and service ships, in 789 (NT) Lucky Planets Construction Enterprises accepted a government contract to develop an XL resupplier for the Royal Boron Navy. While some of their competitors suspected that the contract was acquired through foul play, the company's recent success with the builder, the Walrus, qualified it to develop their second XL sized ship. As one of the last ships to be developed in the Menelaus Era, the Orca saw its maiden voyage when it deployed from the Lucky Planets Shipyard in 798 (NT)., Walrus same as Walrus))\n\n(Menelaus Era Ship Building)Menelaus Era ships were built between 785 (NT) and 798 (NT) as a second wave of more autonomous ships in preparation for the Jump Gate shutdowns. To reduce flight mass, the ships are mostly filled with air, requiring Boron crew to wear protective suits. The new Menelaus cabinet allowed corporations, working under a government contract, access to various classified technological advancements made by Royal Boron Military Defence research facilities. The ships designed with those technologies are less sturdy than the first wave of Atreus Era ships, but more manoeuvrable.)(Menelaus Era Ship Building)",xl,resupplier,ship_xl,auxiliary,174000,1569.585,14605352,17596810,20588268,0,268,0,100,154,boron,5,18,0,16,15,54,344.677,2000.0,2000.0,1350.0
ship_bor_xl_carrier_01_a_macro,Shark,"The Shark heavy carrier was the second carrier developed by Atreus Shipbuilding Currents. Aside from various budget increases, the renowned company managed to engineer and deliver the ship without major incidents. After seven years of development the first Shark was completed, and departed from the Ocean of Fantasy Shipyard in 797 (NT) to serve the Boron Royal Navy.))\n\n(Menelaus Era Ship Building)Menelaus Era ships were built between 785 (NT) and 798 (NT) as a second wave of more autonomous ships in preparation for the Jump Gate shutdowns. To reduce flight mass, the ships are mostly filled with air, requiring Boron crew to wear protective suits. The new Menelaus cabinet allowed corporations, working under a government contract, access to various classified technological advancements made by Royal Boron Military Defence research facilities. The ships designed with those technologies are less sturdy than the first wave of Atreus Era ships, but more manoeuvrable.)(Menelaus Era Ship Building)",xl,carrier,ship_xl,fight,383000,1149.882,18129693,21843004,25556315,0,500,0,20,405,boron,3,12,0,12,10,37,332.118,2000.0,2000.0,1350.0
ship_bor_xl_builder_01_a_macro,Walrus,"(Walrus XL Builder))Lucky Planets Construction Enterprises made a name for itself supplying and servicing Boron colonies surrounding the Lucky Planets system. With their experience in the various space engineering fields involved in station construction, the company secured a contract to develop a builder ship in 782 (NT). Although development began during the Atreus Era, it continued well into the Menelaus Era thereby spanning the major paradigm shifts in ship design that occurred during that time. Development and construction finished with the first Walrus' maiden voyage, when it undocked from the Lucky Planets Shipyard in 789 (NT).\n\n(Menelaus Era Ship Building)Menelaus Era ships were built between 785 (NT) and 798 (NT) as a second wave of more autonomous ships in preparation for the Jump Gate shutdowns. To reduce flight mass, the ships are mostly filled with air, requiring Boron crew to wear protective suits. The new Menelaus cabinet allowed corporations, working under a government contract, access to various classified technological advancements made by Royal Boron Military Defence research facilities. The ships designed with those technologies are less sturdy than the first wave of Atreus Era ships, but more manoeuvrable.)(Menelaus Era Ship Building)",xl,builder,ship_xl,build,178000,1200.0,9921974,11954185,13986397,0,349,0,192,140,boron,2,7,0,8,7,24,228.795,2000.0,2000.0,1350.0
ship_par_xl_resupplier_02_a_macro,Atlas E,"The Paranid Atlas is a large spaceship, specifically designed to repair and resupply fleets. This advanced vessel is equipped with cutting-edge robotics technology, and capacity for an ample supply of materials and resources. It can travel throughout space, effectively operating as a limited, but mobile, Equipment Dock.\n\nThe E-model variation was introduced at a later date, and updated the superficial design to bring it up to par with Commonwealth standards that were established during the period of disconnection. The precursor version is slowly being phased out, but will remain available for interested third parties.(The E-model ...)",xl,resupplier,ship_xl,auxiliary,164000,1256.778,13138973,15457615,17776257,0,40,0,100,258,paranid,2,7,0,8,7,24,310.646,2000.0,2000.0,1350.0
ship_par_xl_resupplier_01_b_macro,Atlas Sentinel,"The Paranid Atlas is a large spaceship, specifically designed to repair and resupply fleets. This advanced vessel is equipped with cutting-edge robotics technology, and capacity for an ample supply of materials and resources. It can travel throughout space, effectively operating as a limited, but mobile, Equipment Dock.\n\nThe Atlas Sentinel is a variant with a reinforced hull for increased durability and protection. The hardened structure allows the Atlas Sentinel to operate in more hazardous environments, and increase its longevity.",xl,resupplier,ship_xl,auxiliary,156000,1199.686,9833493,11568815,13304137,34800,40,0,100,205,paranid,3,14,0,19,18,54,299.941,2000.0,2000.0,1350.0
ship_par_xl_resupplier_01_a_macro,Atlas Vanguard,"The Paranid Atlas is a large spaceship, specifically designed to repair and resupply fleets. This advanced vessel is equipped with cutting-edge robotics technology, and capacity for an ample supply of materials and resources. It can travel throughout space, effectively operating as a limited, but mobile, Equipment Dock.\n\nThe upgraded Atlas Vanguard is faster and more agile than its predecessor, supporting quicker and more efficient martial campaigns.",xl,resupplier,ship_xl,auxiliary,130000,999.739,8194429,9640505,11086581,29000,40,0,100,247,paranid,3,14,0,19,18,54,262.451,2000.0,2000.0,1350.0
ship_par_xl_builder_01_b_macro,Heracles Sentinel,"The Paranid Heracles is an enormous station-building ship, and as such, is the foundation of an economic empire.\n\nThe Sentinel model is a hardened version of the Heracles.",xl,builder,ship_xl,build,178000,1100.0,9306200,10948470,12590741,50,40,0,154,182,paranid,3,14,0,19,18,54,264.768,2000.0,2000.0,1350.0
ship_par_xl_builder_01_a_macro,Heracles Vanguard,"The Paranid Heracles is an enormous station-building ship, and as such, is the foundation of an economic empire.\n\nThe Heracles Vanguard offers additional speed, though it remains somewhat pedestrian.",xl,builder,ship_xl,build,149000,1000.0,7755200,9123765,10492330,50,40,0,128,219,paranid,3,7,0,8,16,34,230.64,2000.0,2000.0,1350.0
ship_par_xl_carrier_02_a_macro,Zeus E,"The Paranid Zeus is perhaps one of the fastest carriers available, making it an excellent choice as the keystone of any defensive or offensive fleet. The Zeus was designed specifically with this in mind, to allay growing Paranid concerns over the military growth of their many rivals.\n\nThe E-model variation was introduced at a later date, and updated the superficial design to bring it up to par with Commonwealth standards that were established during the period of disconnection. The precursor version is slowly being phased out, but will remain available for interested third parties.(The E-model ...)",xl,carrier,ship_xl,fight,303000,771.902,14909536,17540630,20171725,22000,300,0,20,143,paranid,3,7,0,8,16,34,153.812,2000.0,2000.0,1350.0
ship_par_xl_carrier_01_b_macro,Zeus Sentinel,"The Paranid Zeus is perhaps one of the fastest carriers available, making it an excellent choice as the keystone of any defensive or offensive fleet. The Zeus was designed specifically with this in mind, to allay growing Paranid concerns over the military growth of their many rivals.\n\nThe Zeus is available in a Sentinel model, with a hardened superstructure for increased battle resilience.",xl,carrier,ship_xl,fight,337000,857.54,13385719,15747905,18110091,24000,300,0,20,132,paranid,3,7,0,8,16,34,235.789,2000.0,2000.0,1350.0
ship_par_xl_carrier_01_a_macro,Zeus Vanguard,"The Paranid Zeus is perhaps one of the fastest carriers available, making it an excellent choice as the keystone of any defensive or offensive fleet. The Zeus was designed specifically with this in mind, to allay growing Paranid concerns over the military growth of their many rivals.\n\nThe Zeus Vanguard is even faster, and is often the strategic choice in offensive operations.",xl,carrier,ship_xl,fight,281000,714.616,11158558,13127715,15096872,20000,300,0,20,159,paranid,3,14,1,22,7,47,208.991,2000.0,2000.0,1350.0
ship_spl_xl_ark_01_a_macro,Colony Ship,"Commissioned in the wake of escalating tensions between Family Tharka and Family Rhonkar, this colossal vessel represents a fusion of Split resourcefulness and determination in the face of adversity. Utilising their expertise in manufacturing and engineering, Family Tharka pooled what little resources they had remaining to construct this Colony Ship, a marvel of modular construction composed of repurposed space station components.\n\nUpon completion, Family Tharka embarked on a journey to find a new territory in which to settle in. Many different hardships befell them before their odyssey was concluded, leading to the legacy of Tharka being found all across the known universe.",xl,freighter,ship_xl,trade,935000,5962.952,0,0,0,0,30,0,10,612,split,2,7,0,8,7,24,3101.939,8698.201,8698.201,6958.561
ship_spl_xl_builder_01_a_macro,Elephant,"The Split Elephant is a well-armoured station construction vessel, suited to developing sites in hazardous conditions. While undertaking building works, the Elephant can house a small fleet of building drones to facilitate its endeavours.",xl,builder,ship_xl,build,181000,1151.849,10219542,12022990,13826439,50,40,0,130,182,split,13,3,0,0,54,70,151.305,2000.0,2000.0,1350.0
ship_spl_xl_resupplier_01_a_macro,Monitor,"The Split Monitor is a well-armed and well-armoured auxiliary vessel. This class of ship, if properly crewed and maintained, allows for the continuous rearming, resupply and repair that is necessary for an active war fleet.",xl,resupplier,ship_xl,auxiliary,160000,1245.388,14646486,17231160,19815834,0,40,0,100,128,split,4,23,2,26,10,65,213.9,2000.0,2000.0,1350.0
ship_spl_xl_battleship_01_a_macro,Python,No information available(No information available),xl,battleship,ship_xl,fight,230000,353.74,0,0,0,0,480,0,20,65,split,1,7,0,8,7,23,146.979,523.732,523.732,418.986
ship_spl_xl_carrier_01_a_macro,Raptor,"Empire builders report fondness for the Split Raptor carrier. Hideously well armed, the Raptor eschews prosaic trivialities such as shielding and reinforced hulls in favour of violently dismantling anything that enters its vicinity.\n\nHowever, any antagonist that can remain functional for more than twenty seconds in the Raptor's presence does have the possibility of taking advantage of the vessels cursory defences.",xl,carrier,ship_xl,fight,590000,863.742,27714314,32605075,37495836,19000,320,0,20,309,split,1,50,0,101,9,161,120.582,2000.0,2000.0,1350.0
ship_tel_xl_builder_01_b_macro,Albatross Sentinel,"The Teladi Albatross is a giant, station-building ship. It is not a work of art, however, it functions well and provides the infrastructure for much of the Teladi growth economy.\n\nThe Sentinel model has improved defensive capabilities, and may be a more suitable option when developing frontier regions.",xl,builder,ship_xl,build,154000,1179.536,9306200,10948470,12590741,50,40,0,243,182,teladi,2,9,0,12,16,39,240.0,2000.0,2000.0,1350.0
ship_tel_xl_builder_01_a_macro,Albatross Vanguard,"The Teladi Albatross is a giant, station-building ship. It is not a work of art, however, it functions well and provides the infrastructure for much of the Teladi growth economy.\n\nThe Vanguard variant provides a little extra speed, for when a station needs to be placed in a hurry.",xl,builder,ship_xl,build,128000,982.947,7755200,9123765,10492330,50,40,0,202,219,teladi,1,7,0,8,7,23,210.0,2000.0,2000.0,1350.0
